Unnamed: 0,Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,Log_Price,Graphics_integreted_label
74,Lenovo IdeaPad Gaming 3 82K2025XIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,54990,4.45,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.91490662950186,Dedicated
75,Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,76990,4.45,Intel,Intel Core Ultra,125H,12.0,14.0,2.0,1,18.0,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.251430822272095,Dedicated
76,Asus ROG Strix SCAR 16 2024 G634JYR-RA001WS Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 16GB Graph),Asus,329990,4.2,Intel,Intel Core i9,14900HX,14.0,24.0,0.0,0,32.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4090,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.706817629953214,Dedicated
77,Colorful Evol P15 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Colorful,89999,4.55,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,2560,1440,188.28,False,Windows 11 OS,11.407553838139561,Dedicated
78,HP Pavilion 15-eh3109AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),HP,69990,4.4,AMD,AMD Ryzen 7,7730U,7.0,8.0,0.0,0,16.0,16,DDR4,1000, SSD,AMD Radeon Vega 8 Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Dedicated
79,Acer Aspire Lite 15 AL15-52 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Acer,34299,4.4,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.44287147821008,Dedicated
80,MSI Titan 18 HX Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ RTX 4090),MSI,599990,4.2,Intel,Intel Core i9,14900HX,14.0,8.0,0.0,0,12.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4090,NVIDIA,False,18.0,3840,2400,251.57,False,Windows 11 OS,13.304668267392726,Dedicated
81,Samsung Galaxy Book 4 Pro 360 Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,199990,4.4,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5X,512, SSD,Intel Arc Graphics,Intel,False,16.0,2880,1800,212.26,True,Windows 11 OS,12.206022644280132,Dedicated
82,Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,52990,4.15,Intel,Intel Core i5,13500H,13.0,12.0,0.0,0,16.0,16,LPDDR5,512, SSD,Intel Iris Xe Graphics,Intel,False,16.0,2560,1600,188.68,False,Windows 11 OS,10.877858495486807,Dedicated
83,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),Apple,399900,4.65,Apple,Apple M3 Max,Unknown,12.0,16.0,0.0,0,12.0,48,DDR4,1000, SSD,40 Core GPU,Apple,False,16.2,3456,2234,254.02,False,Mac OS,12.89896979483491,Dedicated
84,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,32390,4.55,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.385605012165374,Dedicated
85,Asus TUF Gaming F15  FX506HF-HN075W Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,53990,4.4,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.896554123212333,Dedicated
86,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,52499,4.15,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.868549400779258,Dedicated
87,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),Acer,37490,4.0,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.531829509729958,Dedicated
88,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,89990,4.2,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,16.1,1920,1080,136.83,False,Windows 11 OS,11.407453832027993,Dedicated
89,Asus Vivobook 15 X1502ZA-EJ741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Asus,64990,4.05,Intel,Intel Core i7,12650H,12.0,10.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xe,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.081988690888394,Dedicated
90,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,38500,4.0,Intel,Intel Core i5,1135G7,11.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1366,768,111.94,False,Ubuntu OS,10.558413520275876,Dedicated
91,Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,57990,4.0,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.968025860870487,Dedicated
92,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,89990,4.0,AMD,AMD Ryzen 7,7735HS,7.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.407453832027993,Dedicated
93,HP Envy x360 ‎14-fc0100TU Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),HP,133999,4.1,Intel,Intel Core Ultra,155U,12.0,12.0,2.0,1,14.0,32,LPDDR5,1000, SSD,Integrated Intel Graphics,Intel,True,14.0,1920,1200,161.73,True,Windows 11 OS,11.805587616218634,Integrated
94,Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Asus,149990,4.7,Intel,Intel Core i9,13900H,13.0,14.0,0.0,0,20.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,16.0,3200,2000,235.85,False,Windows 11 OS,11.918323904189405,Dedicated
95,HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,112990,4.65,AMD,AMD Ryzen 7,6800H,6.0,8.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3070 Ti,NVIDIA,False,16.1,2560,1440,182.44,False,Windows 11 OS,11.635054598203292,Dedicated
96,Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,69990,4.75,AMD,AMD Ryzen 7,7735HS,7.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Dedicated
97,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,38990,4.55,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.571060481976643,Dedicated
98,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),Dell,108000,4.35,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,14.0,1366,768,111.94,False,Windows 11 OS,11.589886506106357,Dedicated
99,Lenovo IdeaPad Slim 3 ‎15IAH8 83ER00BCIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,55390,4.4,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.92215435102715,Integrated
100,Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),Apple,133553,4.1,Apple,Apple M3,Unknown,12.0,8.0,0.0,0,12.0,8,DDR4,256, SSD,10-Core GPU,Apple,False,15.3,2880,1864,224.22,False,Mac OS,11.802253681782624,Dedicated
101,Samsung Galaxy Book 4 NP750XGK-KS1IN Laptop (Intel Core 5 Processor 120U/ 8GB/ 512GB SSD/ Win11),Samsung,70990,4.65,Intel,Intel Core 5,120U,12.0,10.0,0.0,0,12.0,8,LPDDR4X,512, SSD,Intel Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.170294301033431,Dedicated
102,MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,197990,4.45,Intel,Intel Core i7,14700HX,14.0,20.0,0.0,0,28.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.195971803350744,Dedicated
103,Lenovo IdeaPad Slim 3 82H803W7IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,35500,4.45,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.477287975463508,Dedicated
104,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Acer,49499,4.25,Intel,Intel Core i7,1165G7,11.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.809707746332515,Dedicated
105,HP Envy x360 15-fe0014TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),HP,122000,4.15,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,LPDDR5,1000, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,True,Windows 11 OS,11.711776323715394,Dedicated
106,Lenovo V14 82TS005DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,43490,4.35,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,False,DOS OS,10.680286305591684,Integrated
107,Lenovo IdeaPad Slim 5 14IMH9 83DA0043IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,79990,4.35,Intel,Intel Core Ultra,125H,12.0,14.0,2.0,1,18.0,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.289656905842868,Dedicated
108,HP Omen 14-fb0089TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),HP,175999,4.5,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5X,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,14.0,2880,1800,242.59,False,Windows 11 OS,12.078233592185965,Dedicated
109,HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),HP,135999,4.35,AMD,AMD Ryzen 7,7840HS,7.0,8.0,0.0,0,16.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,1440,2560,183.58,False,Windows 11 OS,11.820402811749979,Dedicated
110,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,58490,4.75,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.976611078437072,Dedicated
111,Lenovo IdeaPad Slim 3 83ER008GIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,53490,4.5,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,LPDDR5,512, SSD,Intel Integrated UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.887249999525295,Integrated
112,Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,149990,4.7,Intel,Intel Core i9,14900HX,12.0,24.0,0.0,0,32.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,11.918323904189405,Dedicated
113,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,33990,4.1,Intel,Intel Core i5,1155G7,11.0,4.0,0.0,0,8.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.433821642690162,Integrated
114,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,69990,4.45,AMD,AMD Ryzen 7,6800H,6.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Dedicated
115,HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),HP,65990,4.55,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.097258494377467,Dedicated
116,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,186899,4.75,Apple,Apple M3 Pro,Unknown,12.0,11.0,0.0,0,12.0,18,DDR4,512, SSD,14 Core GPU,Apple,False,14.2,3024,1964,253.93,False,Mac OS,12.138323642974552,Dedicated
117,Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Dell,69990,4.25,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Dedicated
118,Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,25990,4.2,Intel,Intel Core i5,1035G1,10.0,4.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.165467127635536,Integrated
119,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,36512,4.65,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.505396252661802,Integrated
120,Zebronics ZEB-NBC 5S 2023 Laptop (12th Gen Core i7 / 16GB/ 1TB SSD/ Win11 Home),Zebronics,43990,4.45,Intel,Intel Core i7,1255U,12.0,10.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Integrated,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.691717614342766,Integrated
121,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,49990,4.0,AMD,AMD Ryzen 5,7535HS,7.0,6.0,0.0,0,12.0,8,DDR5,512, SSD,AMD Radeon RX6550M,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.819578264407616,Dedicated
122,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Asus,28990,4.55,Intel,Intel Core i3,1115G4,11.0,2.0,0.0,0,4.0,8,DDR4,256, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.274706221915702,Integrated
123,Asus TUF Gaming F15 FX506HE-HN382W Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,72990,4.7,Intel,Intel Core i7,11800H,11.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050 Ti,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.198077724445678,Dedicated
124,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,41990,4.7,Intel,Intel Core i5,11260H,11.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.645186773678239,Dedicated
125,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,60200,4.75,Intel,Intel Core i5,11400H,11.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,16.1,1920,1080,136.83,False,Windows 11 OS,11.005427631296913,Dedicated
126,Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),Infinix,18990,4.15,Intel,Intel Celeron ,N5100,11.0,4.0,0.0,0,4.0,4,LPDDR4X,128, SSD,Intel Integrated UHD,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,9.85166780380633,Integrated
127,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,58990,4.7,Intel,Intel Core i5,12500H,12.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xe,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.98512321699712,Dedicated
128,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,64990,4.75,AMD,AMD Ryzen 7,5800H,5.0,8.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.081988690888394,Dedicated
129,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),Dell,145990,4.1,Intel,Intel Core i7,13650HX,13.0,14.0,0.0,0,12.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.891293405194025,Dedicated
130,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,37990,4.05,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.54507824618167,Dedicated
131,HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,67990,4.05,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.127115914520505,Dedicated
132,Asus Vivobook S14 S3402ZA-LY542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,65990,4.1,Intel,Intel Core i5,12500H,12.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.097258494377467,Integrated
133,HP Victus 15-fb0108AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,49490,4.7,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon RX 6500M Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.809525907945932,Dedicated
134,HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),HP,77490,4.15,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1080,157.35,True,Windows 11 OS,11.257904174757996,Integrated
135,MSI Stealth 17 A13VH-055IN Gaming Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,489883,4.7,Intel,Intel Core i9,13900H,13.0,14.0,0.0,0,20.0,64,DDR5,2000, SSD,Nvidia GeForce RTX4080,NVIDIA,False,17.3,3840,2160,254.67,False,Windows 11 OS,13.101921866065194,Dedicated
136,Dell G15-5521 SE D560738WIN9B Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),Dell,99890,4.6,Intel,Intel Core i7,12700H,12.0,14.0,0.0,0,20.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 3060,NVIDIA,False,15.6,2560,1440,188.28,False,Windows 11 OS,11.511824859526195,Dedicated
137,Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,52990,4.0,Intel,Intel Core i5,1240P,12.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.877858495486807,Dedicated
138,Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),Apple,119900,4.2,Apple,Apple M2 Apple M2 Chip,Unknown,12.0,8.0,0.0,0,12.0,8,Unified,512, SSD,10-Core GPU,Apple,False,13.6,2560,1664,224.51,False,Mac OS,11.694413341015606,Dedicated
139,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,74990,4.35,Intel,Intel Core i5,12500H,12.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,14.0,2880,1800,242.59,False,Windows 11 OS,11.225110050295434,Dedicated
140,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Samsung,48899,4.5,Intel,eration Intel Core,L3…,12.0,8.0,0.0,0,12.0,8,LPDDR4,512, NVMe SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.79751222535611,Dedicated
141,Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),Dell,184999,4.2,Intel,Intel Core i7,10750H,10.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA,NVIDIA,False,15.6,1920,1200,145.14,False,Windows 10 OS,12.128105698640447,Dedicated
142,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),iBall,8000,4.25,Intel,Intel Atom Quad,Z3735F,12.0,4.0,0.0,0,12.0,2,DDR3,32, Hard Disk,Intel HD Graphics,Intel,False,11.6,1366,768,135.09,False,Windows 10 OS,8.987196820661973,Dedicated
143,Asus Vivobook 15 2024 X1504VAP-NJ542WS Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Asus,67990,4.55,Intel,Intel Core 5,120U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Integrated Intel Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.127115914520505,Integrated
144,MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,119990,4.0,AMD,AMD Ryzen 7,8845HS,8.0,8.0,0.0,0,16.0,16,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.695163684958434,Dedicated
145,Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),Lenovo,297758,4.0,Intel,Intel Core i9,14900HX,14.0,24.0,0.0,0,32.0,32,DDR5,1000, SSD,NVIDIA Geforce RTX 4080,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.604036355034605,Dedicated
146,Samsung Galaxy Book 4 NP750XGK-KS3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Samsung,85990,4.0,Intel,Intel Core 7,150U,12.0,10.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.361986289404943,Dedicated
147,Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),Xiaomi,69990,4.05,Intel,Intel Core Ultra,125H,12.0,14.0,2.0,1,18.0,32,LPDDR5X,1000, SSD,Intel  ARC Graphics,Intel,False,16.0,3072,1920,226.42,False,Windows 11 OS,11.156107653683586,Dedicated
