Unnamed: 0,Name,Brand,Price,Rating,Processor_brand,Processor_name,Processor_variant,Processor_gen,Core_per_processor,Low_Power_Cores,Energy_Efficient_Units,Threads,RAM_GB,RAM_type,Storage_capacity_GB,Storage_type,Graphics_name,Graphics_brand,Graphics_integreted,Display_size_inches,Horizontal_pixel,Vertical_pixel,ppi,Touch_screen,Operating_system,Log_Price,Graphics_integreted_label
570,Asus BR1100CKA-GJ0722W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,15990,4.55,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,12.0,4,DDR4,128, SSD,Intel UHD Graphics,Intel,False,11.6,1366,768,135.09,False,Windows 11 OS,9.679718805828,Dedicated
571,Asus BR1100CKA-GJ0722W Notebook (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),Asus,14490,4.2,Intel,Intel Celeron ,N4500,12.0,2.0,0.0,0,12.0,4,DDR4,128, SSD,Intel UHD Graphics,Intel,False,11.6,1366,768,135.09,False,Windows 11 OS,9.581214035314728,Dedicated
572,Dell Alienware x15 R1 D569932WIN9 Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,245490,4.15,Intel,Intel Core i7,11800H,11.0,8.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GEFORCE RTX 3060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,12.411011492189537,Dedicated
573,HP Pavilion 15-eg2002TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,76600,4.2,Intel,Intel Core i5,1240P,12.0,12.0,0.0,0,16.0,16,DDR4,512, SSD,Intel Iris Xᵉ Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.246352355728682,Dedicated
574,HP Pavilion x360 14-dy1047TU Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,66999,4.1,Intel,Intel Core i7,1195G7,11.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,14.0,1920,1080,157.35,True,Windows 11 OS,11.112432972888584,Dedicated
575,Dell Vostro 5625 laptop (Ryzen 5-5625U/ 16GB/ 512GB SSD/ Windows 11),Dell,58990,4.7,AMD,AMD Ryzen 5,5625U,5.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Vega,AMD,False,16.0,1920,1200,141.51,False,Windows 11 OS,10.98512321699712,Dedicated
576,HP 15s-eq2144au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),HP,38250,4.05,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,AMD Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.551898839254681,Dedicated
577,HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),HP,32610,4.55,AMD,AMD Ryzen 3,5300U,5.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.392374268783366,Dedicated
578,Lenovo Legion 5 Pro 82JQ00JCIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),Lenovo,106305,4.55,AMD,AMD Ryzen 7,5800H,5.0,8.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 3060,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,11.574067599912466,Dedicated
579,Dell Latitude 5420 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro),Dell,114900,4.2,Intel,Intel Core i7,1165G7,11.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,14.0,1920,1080,157.35,False,Windows 10 OS,11.651817463836847,Dedicated
580,HP Pavilion 15-ec2004AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),HP,55999,4.1,AMD,AMD Ryzen 5,5600H,5.0,6.0,0.0,0,12.0,8,DDR4,512, SSD,NVIDIA GeForce GTX 1650,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 10 OS,10.933089112414988,Dedicated
581,Dell Inspiron 5410 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10),Dell,86999,4.7,Intel,Intel Core i7,1165G7,11.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel Iris Xe,Intel,False,14.0,1920,1080,157.35,True,Windows 10 OS,11.373651903317787,Dedicated
582,Avita Liber NS14A8INR671 Laptop (10th Gen Ci7/ 16GB/ 1TB SSD/ Win10 Home),Avita,38990,4.35,Intel,Intel Core i7,10510U,10.0,4.0,0.0,0,8.0,16,DDR4,1000, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1080,157.35,False,Windows 10 OS,10.571060481976643,Integrated
583,Microsoft Surface Pro X 1876 Ultrabook (Microsoft SQ1/ 8GB/ 128GB SSD/ Win10),Microsoft,69000,4.1,Microsoft,Microsoft SQ1 SQ1,SQ1,12.0,8.0,0.0,0,12.0,8,LPDDR4X,128, SSD,Adreno 685,Adreno,False,13.0,2880,1920,266.26,True,Windows 10 OS,11.141861783579396,Dedicated
584,Avita Pura NS14A6 Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10),Avita,20490,4.15,AMD,AMD Ryzen 5,3500U,3.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,AMD Radeon Vega 8,AMD,False,14.0,1920,1080,157.35,False,Windows 10 OS,9.927692241232945,Dedicated
585,Apple MacBook Air 2020 Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ MacOS),Apple,109999,3.95,Intel,Intel Core i7,i7,10.0,4.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Iris Plus,Intel,False,13.3,2560,1600,226.98,False,Mac 10.15.3	 OS,11.60822655382414,Dedicated
586,Samsung Galaxy Book Flex Alpha 2-in-1 Laptop (10th Gen Core i5/ 8GB/ 1TB SSD/ Win10),Samsung,59411,4.3,Intel,Intel Core i5,i5,10.0,8.0,0.0,0,12.0,8,DDR4,1000, SSD,Intel UHD Graphics,Intel,False,13.3,1920,1080,165.63,False,Windows 10 OS,10.99223467339126,Dedicated
587,Apple MacBook Pro 16 Laptop (9th Gen Core i9/ 32GB/ 2TB SSD/ MacOS/ 4GB Graph),Apple,201498,4.3,Intel,Intel Core i9,i9,9.0,8.0,0.0,0,12.0,32,DDR4,2000, SSD,Radeon Pro 5500M,Radeon,False,16.0,3072,1920,226.42,False,Mac Catalina OS,12.213534734761303,Dedicated
588,HP EliteBook 840 G6 (8LX79PA) Laptop (8th Gen Core i5/ 8GB/ 512GB SSD/ Win10),HP,90464,4.7,Intel,Intel Core i5,8265U,8.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Integrated UHD Graphics 620,Intel,True,14.0,1920,1080,157.35,False,Windows 10 OS,11.412707260493317,Integrated
589,Dell Inspiron 5370 Laptop (8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph),Dell,87990,4.7,Intel,Intel Core i7,8550U,8.0,4.0,0.0,0,8.0,8,DDR4,256, SSD,Geforce MX130,NVIDIA,False,13.3,1920,1080,165.63,False,Windows 10 OS,11.384978450639606,Dedicated
590,Honor MagicBook X16 Pro 2024 BRN-G58 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Honor,56990,4.55,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,8,LPDDR4X,512, SSD,Intel UHD Graphics,Intel,False,16.0,1920,1200,141.51,False,Windows 11 OS,10.950631092829045,Dedicated
591,Honor MagicBook X14 Pro 2024 FRI-G58 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Honor,54990,4.6,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,8,LPDDRX4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,10.91490662950186,Dedicated
592,Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),Lenovo,109990,4.3,Intel,Intel Core i7,1360P,13.0,12.0,0.0,0,16.0,16,LPDDR5X,512, SSD,NVIDIA RTX A500,NVIDIA,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.608144731551162,Dedicated
593,Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),Lenovo,129990,4.7,Intel,Intel Core i7,1360P,13.0,12.0,0.0,0,16.0,16,LPDDR5X,512, SSD,NVIDIA RTX A500,NVIDIA,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.775212803402065,Dedicated
594,Lenovo Thinkpad E16 21JN004GIG Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,63490,4.25,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,8,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,16.0,1920,1080,137.68,False,Windows 11 OS,11.058637692164496,Integrated
595,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,37990,4.05,Intel,Intel Core i3,1315U,13.0,6.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,16.0,1920,1200,141.51,False,Windows 11 OS,10.54507824618167,Integrated
596,MSI Commercial 14 H A13MG-064IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),MSI,87990,4.35,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.384978450639606,Integrated
597,Lenovo IdeaPad 1 82V700ECIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,30700,4.4,Intel,Intel Celeron ,N4020,4.0,2.0,0.0,0,2.0,8,DDR4,512, SSD,Intel UHD Graphics 600,Intel,False,15.6,1366,768,100.45,False,Windows 11 OS,10.332017933575289,Dedicated
598,Honor MagicBook X16 Pro 2024 ‎BRN-G56 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Honor,58990,4.4,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel UHD Graphics,Intel,False,16.0,1920,1200,141.51,False,Windows 11 OS,10.98512321699712,Dedicated
599,MSI Katana A15 AI B8VE-418IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 512GB SSD/ Win11 /6GB Graph),MSI,104990,4.1,AMD,AMD Ryzen 7,8845HS,8.0,8.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.75,1920,1080,139.87,False,Windows 11 OS,11.561620386508986,Dedicated
600,MSI Commercial 14 H A13MG vPro-065IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/Win11),MSI,109990,4.5,Intel,Intel Core i7,13700H,13.0,14.0,0.0,0,20.0,32,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.608144731551162,Integrated
601,MSI Thin A15 AI B7UCX-068IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),MSI,65990,4.0,AMD,AMD Ryzen 5,7535HS,7.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.097258494377467,Dedicated
602,MSI Thin A15 AI B7UC-067IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),MSI,71990,4.3,AMD,AMD Ryzen 5,7535HS,7.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.184282499463349,Dedicated
603,MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),MSI,81990,4.5,AMD,AMD Ryzen 5,7535HS,7.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.314352567590223,Dedicated
604,MSI Thin A15 AI B7VE-065IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),MSI,91990,4.25,AMD,AMD Ryzen 7,7735HS,7.0,8.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.429435154471204,Dedicated
605,MSI Thin A15 AI B7VF-064IN Gaming Laptop (AMD Ryzen 7 7735H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,99990,4.35,AMD,AMD Ryzen 7,7735HS,7.0,8.0,0.0,0,16.0,16,DDR4,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.512825459969894,Dedicated
606,MSI Vector 17 HX A14VHG-806IN Gaming Laptop (14th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 12GB Graph),MSI,279990,4.5,Intel,Intel Core i9,14900HX,14.0,24.0,0.0,0,32.0,32,DDR5,2000, SSD,NVIDIA GeForce RTX 4080,NVIDIA,False,17.0,2560,1600,177.58,False,Windows 11 OS,12.542509167227902,Dedicated
607,Infinix INBook X2 Slim XL23 Series Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,32990,4.55,Intel,Intel Core i5,1155G7,11.0,4.0,0.0,0,8.0,8,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1080,157.35,False,Windows 11 OS,10.403959764222627,Integrated
608,MSI Modern 15 C13M-080IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,69990,4.2,Intel,Intel Core i7,13700H,13.0,14.0,0.0,0,20.0,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.156107653683586,Integrated
609,MSI Modern 15 C13M-079IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,79990,4.4,Intel,Intel Core i9,13900H,13.0,14.0,0.0,0,20.0,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.289656905842868,Integrated
610,MSI Modern 15 C13M-081IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,59990,4.2,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,11.00193316064714,Integrated
611,Chuwi GemiBook Plus CWI620 Laptop (Intel Celeron N100/ 8GB/ 256GB SSD/ Win11 Home),Chuwi,21990,4.35,Intel,Intel Celeron ,N100,12.0,4.0,0.0,0,4.0,8,LPDDR5,256, SSD,Intel Integrated UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,9.998343083548807,Integrated
612,MSI Stealth 16 AI Studio A1VFG-058IN Gaming Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,199990,4.1,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,32,DDR5,1000, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.0,2560,1600,188.68,False,Windows 11 OS,12.206022644280132,Dedicated
613,MSI Modern 14 D13MG-073IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,58990,4.3,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,10.98512321699712,Integrated
614,Lenovo LOQ 15IRH8 82XV00LTIN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Lenovo,73882,4.7,Intel,Intel Core i5,12450H,12.0,8.0,0.0,0,12.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.21022450487259,Dedicated
615,MSI Modern 14 D13MG-071IN Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),MSI,78990,4.7,Intel,Intel Core i9,13900H,13.0,14.0,0.0,0,20.0,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.277076541158465,Integrated
616,MSI Modern 14 D13MG-072IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),MSI,68990,4.45,Intel,Intel Core i7,13620H,13.0,10.0,0.0,0,16.0,16,DDR4,1000, SSD,Intel Integrated Iris Xe,Intel,True,14.0,1920,1200,161.73,False,Windows 11 OS,11.141716845540154,Integrated
617,MSI Prestige 13 AI Evo A1MG Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11 Home),MSI,99990,4.2,Intel,Intel Core Ultra,125H,12.0,14.0,2.0,1,18.0,16,LPDDR5,1000, SSD,Intel Arc Graphics,Intel,False,13.3,2880,1800,255.36,False,Windows 11 OS,11.512825459969894,Dedicated
618,Asus TUF F17 FX706HF-NY040W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,65990,4.65,Intel,Intel Core i5,11400H,11.0,6.0,0.0,0,12.0,16,DDR6,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,17.3,1920,1080,127.34,False,Windows 11 OS,11.097258494377467,Dedicated
619,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Dell,79990,4.4,Intel,Intel Core i5,13450HX,13.0,10.0,0.0,0,16.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.289656905842868,Dedicated
620,Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,73990,4.05,Intel,Intel Core i5,1335U,13.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1920,1200,161.73,False,Windows 11 OS,11.211685227919597,Dedicated
621,Lenovo Thinkbook 15 21DJA0FGIH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,55990,4.0,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,16,DDR4,512, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.932928382342938,Dedicated
622,HP 14-ew0153TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),HP,97990,4.35,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,LPDDR5X,1000, SSD,Intel Integrated Intel Iris Xe,Intel,True,14.0,2880,1800,242.59,False,Windows 11 OS,11.492620711629865,Integrated
623,Chuwi Ubook X Laptop (10th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,39990,4.2,Intel,Intel Core i5,10210Y,10.0,4.0,0.0,0,8.0,12,LPDDR3,512, SSD,Intel UHD Graphics,Intel,False,12.0,2160,1440,216.33,False,Windows 11 OS,10.596384701840863,Dedicated
624,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,52990,4.35,Intel,Intel Core i7,1355U,13.0,10.0,0.0,0,12.0,16,LPDDR4X,512, SSD,Intel Integrated Iris Xe,Intel,True,16.0,1920,1200,141.51,False,Windows 11 OS,10.877858495486807,Integrated
625,Lenovo Ideapad Slim 3 Chromebook 14IAN8 83BN001PHA Laptop (Intel Pentium N100/ 4GB/ 128GB eMMC/ Chrome OS),Lenovo,28190,4.6,Intel,Intel Pentium ,N100,12.0,4.0,0.0,0,4.0,4,LPDDR4X,128, Hard Disk,Intel UHD Graphics,Intel,False,14.0,1366,768,111.94,False,Chrome OS,10.246722584108158,Dedicated
626,HP Pavilion 15-eh3039AU Laptop ( AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,58500,4.1,AMD,AMD Ryzen 5,7530U,7.0,6.0,0.0,0,12.0,16,DDR4,512, SSD,AMD Radeon Graphics,AMD,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.976782033219948,Dedicated
627,Lenovo IdeaPad Gaming 3 15ACH6 82K2029CIN Laptop (AMD Ryzen 5 5500H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,50990,4.35,AMD,AMD Ryzen 5,5500H,5.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,NVIDIA GeForce RTX 2050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.839384814049202,Dedicated
628,Asus Chromebook CM14 CM1402CM2A-EK0085 Laptop (MediaTek Kompanio 520/ 8GB/ 128GB eMMC/ Chrome OS),Asus,26990,4.65,MediaTek,MediaTek Kompanio,Unknown,12.0,8.0,0.0,0,12.0,8,LPDDR4X,128, Hard Disk,Arm Mali G52 MC2 2EE,ARM,False,14.0,1920,1080,157.35,True,Chrome OS,10.20322170601205,Dedicated
629,Lenovo ThinkPad E1 21JNS03P00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,49990,4.35,Intel,Intel Core i3,1315U,13.0,6.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,16.0,1920,1200,141.51,False,Windows 11 OS,10.819578264407616,Dedicated
630,Acer Aspire Lite AL15-52 15 Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Acer,49199,4.35,Intel,Intel Core i5,1235U,12.0,10.0,0.0,0,12.0,16,DDR4,1000, SSD,Intel Iris Xe Graphics,Intel,False,15.6,1920,1080,141.21,False,Windows 11 OS,10.803628577070588,Dedicated
631,HP Spectre x360 14-eu0666TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,159990,4.65,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,32,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,False,14.0,2880,1800,242.59,True,Windows 11 OS,11.982866592262758,Dedicated
632,HP Spectre x360 14-eu0556TU Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11 Home),HP,159990,4.2,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,32,LPDDR5X,1000, SSD,Intel Arc Graphics,Intel,False,14.0,2880,1800,242.59,True,Windows 11 OS,11.982866592262758,Dedicated
633,Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Acer,73990,4.15,Intel,Intel Core i5,13420H,13.0,8.0,0.0,0,12.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 3050,NVIDIA,False,15.6,1920,1080,141.21,False,Windows 11 OS,11.211685227919597,Dedicated
634,Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,43990,4.45,Intel,Intel Core i3,1305U,13.0,5.0,0.0,0,6.0,8,LPDDR5,512, SSD,Integrated Intel UHD Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.691717614342766,Integrated
635,Chuwi CoreBook X Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Chuwi,34990,4.7,Intel,Intel Core i5,1035G1,10.0,4.0,0.0,0,8.0,16,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,2160,1440,185.43,False,Windows 11 OS,10.462817585361734,Dedicated
636,Avita Liber Liber E AM14A2INL54F Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home),Avita,32971,4.75,AMD,AMD Ryzen 5,5500U,5.0,6.0,0.0,0,12.0,8,DDR4,256, SSD,AMD Radeon,AMD,False,14.0,1920,1080,157.35,False,Windows 11 OS,10.403383666209391,Dedicated
637,Lenovo ThinkPad X1 Fold Gen 1 Laptop (Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro),Lenovo,145000,4.75,Intel,Intel Core i5,L16G7,11.0,5.0,0.0,0,5.0,8,LPDDR4X,1000, SSD,Intel Integrated Graphics,Intel,True,13.3,2048,1536,192.48,True,Windows 10 OS,11.884489021402711,Integrated
638,HP Envy x360 15-fh0014AU Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),HP,80640,4.35,AMD,AMD Ryzen 5,7530U,7.0,6.0,0.0,0,12.0,8,LPDDR5,512, SSD,AMD Radeon AMD,AMD,False,15.6,1920,1080,141.21,True,Windows 11 OS,11.297750083305196,Dedicated
639,MSI Prestige 13 AI Evo A1M Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11 Home),MSI,113999,4.4,Intel,Intel Core Ultra,155H,12.0,16.0,2.0,1,22.0,16,LPDDR5,512, SSD,Intel Arc Graphics,Intel,False,13.3,1920,1200,170.24,False,Windows 11 OS,11.643944955408335,Dedicated
640,HP Omen 16-wf0054TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),HP,151490,4.75,Intel,Intel Core i7,13700HX,13.0,16.0,0.0,0,24.0,16,DDR5,512, SSD,NVIDIA GeForce RTX 4060,NVIDIA,False,16.1,1920,1080,136.83,False,Windows 11 OS,11.92827489515237,Dedicated
641,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,53990,4.6,Intel,Intel Core i3,1215U,12.0,6.0,0.0,0,8.0,8,LPDDR4,512, SSD,Intel Integrated UHD,Intel,True,14.0,1920,1200,161.73,True,Windows 11 OS,10.896554123212333,Integrated
642,Acer Predator Triton Neo 16 Laptop (Intel Core Ultra 9 / 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph),Acer,199999,4.3,Intel,Intel Core Ultra,185H,12.0,16.0,2.0,1,22.0,32,LPDDR5X,2000, SSD,NVIDIA GeForce RTX 4070,NVIDIA,False,16.0,3200,2000,235.85,False,Windows 11 OS,12.206067645517674,Dedicated
643,Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,45990,4.05,Intel,Intel Core i5,1135G7,11.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Intel UHD Graphics,Intel,False,14.0,1366,768,111.94,False,DOS OS,10.73617926053397,Dedicated
644,Lenovo IdeaPad Slim 3 82H803HQIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,48900,4.75,Intel,Intel Core i5,1155G7,11.0,4.0,0.0,0,8.0,8,DDR4,512, SSD,Integrated Intel Iris Xe Graphics,Intel,True,15.6,1920,1080,141.21,False,Windows 11 OS,10.797532675462964,Integrated
